tipo,cruce,origen,destino,pago_operador,prioridad
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),0.0,1
PTT-00,,DSV,BASE SOTELO CHIHUAHUA,0.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,TORO COMPANY DE MEXICO PLANTA 3,0.0,1
PTT-00,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
PTT-00,,GYSA JUAREZ 1,GYSA JUAREZ 3,0.0,1
L-VAC-05,PUENTE ZARAGOZA,ELECTROLUX / REFRIGERADORES,STANCO METAL PRODUCTS,750.0,10
L-VAC-05,PUENTE AMERICAS,ELECTROLUX / REFRIGERADORES,STANCO METAL PRODUCTS,750.0,10
LOC-01,,FLETES SOTELO,FLEXSTEEL TECMA PLANTA 18,125.0,1
LOC-02,,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),125.0,1
TRI-QMS,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,PRECOS ZARAGOZA,1000.0,10
PTT-01,,FLETES SOTELO,HONEYWELL 2,0.0,1
LOC-01,,GYSA JUAREZ 3,GYSA JUAREZ 1,125.0,1
LOC-03,,NA KELLY,KORIMA / KUNA LOOP,250.0,1
PTT-00,PUENTE ZARAGOZA,APTIV RIO BRAVO 1 FV39,13699 GATEWAY WEST,0.0,10
PTT-01,,HONEYWELL ADENCO,FLETES SOTELO,0.0,1
LOC-04,,"TMX LOGISTICS, INC.",18 LEIGH FISHER,250.0,1
LOC-02,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,DSV,125.0,1
PTT-01,,FLETES SOTELO,LEAR MONARCA,0.0,1
LOC-03,,DELFINGEN US-TEXAS,SOUTHWIRE COMPANY,375.0,1
LOC-01,,FLETES SOTELO,LEAR SAN LORENZO,125.0,1
LOC-01,,LEAR SAN LORENZO,FLETES SOTELO,125.0,1
E-VACIO,,FLETES SOTELO,KORIMA / KUNA LOOP,250.0,1
PTT-00,,EXPEDITOR,GGLOBAL,0.0,1
MDC-01,,GYSA JUAREZ 4,GYSA JUAREZ 2,250.0,1
MDC-01,,BASCULA  KM20,GYSA JUAREZ 3,250.0,1
MDC-01,,GYSA JUAREZ JDC,BASCULA  KM20,250.0,1
EXP-02,PUENTE STA TERESA,GYSA JUAREZ 1,18 LEIGH FISHER,500.0,10
MDC-01,,DESPONCHADO LLANTAMAX,BASE SOTELO CHIHUAHUA,125.0,1
MDC-01,,SMTC PLANTA 1,DESPONCHADO LLANTAMAX,125.0,1
PTT-00,,UNI-TRADE FORWARDING LC,KORIMA / KUNA LOOP,0.0,1
LOC-04,,SAIA 431 NORTH CLARK DRIVE,13699 GATEWAY WEST,250.0,1
MDC-01,,GYSA  CDJ,GYSA JUAREZ 4,125.0,1
FAL-00,PUENTE ZARAGOZA,FLETES SOTELO,13699 GATEWAY WEST,250.0,10
PTT-00,,DTR,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
L-VAC-05,PUENTE ZARAGOZA,ELECTROLUX / REFRIGERADORES,YARDA ARIES,750.0,10
MDC-01,PUENTE ZARAGOZA,FLETES SOTELO,13699 GATEWAY WEST,375.0,10
PTT-00,,XYLEM,CHANDLER,0.0,1
PTT-00,,CHANDLER,BASE SOTELO CHIHUAHUA,0.0,1
I-VACIO,PUENTE ZARAGOZA,NA KELLY,FLETES SOTELO,375.0,10
PTT-00,,DTR,PACTIV DE MEXICO S. DE R.L DE C.V.,0.0,1
PTT-00,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,GYSA  CDJ,0.0,1
PTT-00,,DARTAEROSPACE,XYLEM,0.0,1
PTT-00,,ATLAS AEROSPACE,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
PTT-00,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),SMTC PLANTA 1,0.0,1
PTT-00,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,TORO COMPANY DE MEXICO PLANTA 2,0.0,1
LOC-04,,CHAMPLAIN 9500 PAN AMERICAN,FEDERAL-MOGUL EL PASO,250.0,1
LOC-01,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),XYLEM,125.0,1
IMP-02,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,APTIV / RIO BRAVO 7 FV32,500.0,10
PTT-00,,BASE SOTELO CHIHUAHUA,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),0.0,1
LOC-01,,GAMMA,SMTC PLANTA 1,125.0,1
PTT-00,,DTR,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),DTR,0.0,1
LOC-01,,DTR,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),125.0,1
PTT-00,,KORIMA / KUNA LOOP,KORIMA / KUNA LOOP,0.0,1
LOC-03,PUENTE ZARAGOZA,NA KELLY,KORIMA / KUNA LOOP,0.0,10
E-VACIO,,FLETES SOTELO,RIO BRAVO INTERNACIONAL,250.0,1
PTT-00,,NA KELLY,UNI-TRADE FORWARDING LC,0.0,1
PTT-00,,BODEGA DE PALCO,BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,SOUTHCO.,BODEGA DE PALCO,125.0,1
LOC-01,,FLEXSTEEL TECMA PLANTA 18,LEAR ZARAGOZA,125.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,125.0,1
PTT-00,,SAFRAN PLANTA 3 /IMX/ ELECTRICAL COMPONENTS(ICORE),YAZAKI COMPONENTES PLANTA 3,0.0,1
LOC-04,,ABF FREIGHT,NA KELLY,250.0,1
PTT-08,,YAZAKI COMPONENTES PLANTA 3,FOKKER,0.0,1
LOC-01,,ALMAZAN,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
MDC-01,,ACSA,FLETES SOTELO,250.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 2,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
LOC-01,,UNIVERSIDAD UPN / ANAPRA,FLETES SOTELO,375.0,1
PTT-00,,13699 GATEWAY WEST,IBCA LOGYSTICS,0.0,1
LOC-02,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,ALMAZAN,250.0,1
LOC-02,,YAZAKI COMPONENTES PLANTA 1,YAZAKI COMPONENTES PLANTA 2,125.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,"EAST WEST EL PASO, LLC",250.0,1
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR RIO BRAVO,0.0,1
LOC-01,,XYLEM,XOMOX CHIHUAHUA S.A DE C.V.,125.0,1
PTT-01,,HONEYWELL 2,LEAR  TRIUNFO,0.0,1
MDC-01,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
PTT-00,,NORDAM,IMPULSORA GANE,0.0,1
LOC-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,BASCULA  KM20,250.0,1
LOC-01,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),DTR,125.0,1
PTT-00,,APTIV / RIO BRAVO 7 FV32,APTIV RIO BRAVO 1 FV39,0.0,1
PTT-00,,GYSA  CDJ,RIO BRAVO INTERNACIONAL,0.0,1
TRI-02,PUENTE ZARAGOZA,ELCOM INC.,PRECOS ZARAGOZA,500.0,10
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
PTT-00,,11150 GATEWAY ASA,KORIMA / KUNA LOOP,0.0,1
MDC-01,,GYSA JDC,ELECTROLUX / REFRIGERADORES,250.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),0.0,1
LOC-02,,SMTC PLANTA 2,SMTC PLANTA 1,125.0,1
MDC-01,,GYSA JUAREZ 4,GYSA JUAREZ 5,125.0,1
LOC-02,,SAFRAN BODEGA COMPLEJO,BASE SOTELO CHIHUAHUA,125.0,1
MDC-01,,GYSA JUAREZ 5,GYSA JUAREZ 4,125.0,1
LOC-01,,FOREFRONT,GYSA JUAREZ 3,250.0,1
PTT-00,,GYSA JUAREZ 4,FOREFRONT,0.0,1
PTT-00,,UNI-TRADE FORWARDING LC,RIO BRAVO INTERNACIONAL,0.0,1
PTT-00,,MELTON,18 LEIGH FISHER,0.0,1
FAL-00,,GYSA JUAREZ 4,13699 GATEWAY WEST,250.0,1
LOC-04,,18 LEIGH FISHER,M Y N PLASTICS,250.0,1
PTT-00,,GYSA  CDJ,SHELTER AIN SERVICIOS,0.0,1
LOC-03,,HISCO EL PASO,ELLIOT TAPE 28 WALTER JONES,250.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,HISCO EL PASO,250.0,1
LOC-01,,BASCULA  KM20,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
LOC-03,,DELFINGEN US-TEXAS,FEDERAL-MOGUL EL PASO,125.0,1
LOC-01,,PHINIA / BERMUDEZ,GYSA JUAREZ 3,125.0,1
LOC-02,,TORO COMPANY DE MEXICO PLANTA 1,TORO COMPANY DE MEXICO PLANTA 2,125.0,1
PTT-01,,TORO COMPANY DE MEXICO PLANTA 2,TORO COMPANY DE MEXICO PLANTA 1,0.0,1
STER-ELP,PUENTE STA TERESA,FLETES SOTELO,RIO BRAVO INTERNACIONAL,1500.0,10
PTT-00,,APTIV RIO BRAVO 1 FV39,APTIV RIO BRAVO 1 FV39,0.0,1
FAL-00,PUENTE ZARAGOZA,FLETES SOTELO,NA KELLY,250.0,10
PTT-00,,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",FLETES SOTELO,0.0,1
PTT-00,,IMPULSORA GANE,XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
LOC-04,,EXPEDITORS  #1,48 WALTER JONES,250.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,CENTURY MOLD MEXICO S DE RL DE CV,0.0,1
PTT-00,,13699 GATEWAY WEST,EASTLAKE LOGISTICS PARK,0.0,1
LOC-01,,FLETES SOTELO,KYOCERA AVX COMPONETS,125.0,1
LOC-04,,OLD DOMINION FREIGHT LINE,KORIMA / KUNA LOOP,250.0,1
PTT-00,,CENTURY MOLD MEXICO S DE RL DE CV,BASE SOTELO CHIHUAHUA,0.0,1
EXP-02,PUENTE ZARAGOZA,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,ROBERTS CONSOLIDATES,500.0,10
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,OLD DOMINION FREIGHT LINE,500.0,10
LOC-04,,EXPEDITORS  #1,EASTLAKE LOGISTICS PARK,250.0,1
LOC-01,,HONEYWELL ADENCO,LEAR RIO BRAVO,125.0,1
TRI-02,PUENTE ZARAGOZA,ELCOM INC.,FLETES SOTELO,500.0,10
IMP-02,PUENTE ZARAGOZA,18 LEIGH FISHER,GYSA  CDJ,500.0,10
LOC-01,,LEAR LAS TORRES,TORO COMPANY DE MEXICO PLANTA 2,125.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,ELCOM INC.,0.0,10
PTT-01,,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,LEAR LA CUESTA,0.0,1
LOC-01,,SAFRAN PLANTA 5 / LSM/ LIGHTING SOLUTIONS (IDD),YAZAKI COMPONENTES PLANTA 3,125.0,1
LOC-01,,GYSA JUAREZ JDC,GYSA JUAREZ 4,125.0,1
MDC-01,,BASCULA  KM20,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
MDC-01,,GYSA JUAREZ 4,GYSA JUAREZ 3,250.0,1
MDC-01,PUENTE ZARAGOZA,GYSA  CDJ,13699 GATEWAY WEST,250.0,10
MDC-01,,GYSA JUAREZ 3,GYSA JUAREZ 5,250.0,1
MDC-01,,FLETES SOTELO,BASCULA  KM20,250.0,1
PTT-01,,TORO COMPANY DE MEXICO PLANTA 1,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
PTT-00,,SMTC PLANTA 1,PACTIV DE MEXICO S. DE R.L DE C.V.,0.0,1
PTT-00,,XYLEM,ATLAS AEROSPACE,0.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,GAMMA,0.0,1
PTT-00,,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),IMPULSORA GANE,0.0,1
LOC-01,,PACTIV DE MEXICO S. DE R.L DE C.V.,SAFRAN PLANTA 3 /WWM/ WATER & WASTE MEX (MONOGRAM),125.0,1
PTT-00,,GAMMA,PACTIV DE MEXICO S. DE R.L DE C.V.,0.0,1
VAC-00,,FOKKER,"CHIEF ENTERPRISES MEXICO, S. DE R.L. DE C.V.",125.0,1
MDC-01,,SAFRAN PLANTA 3/OSM/OXYGEN SYSTEMS,BASE SOTELO CHIHUAHUA,125.0,1
LOC-01,,BASCULA  KM20,LEAR SAN LORENZO,250.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,RAMPA,0.0,1
MDC-01,PUENTE ZARAGOZA,FOREFRONT,13699 GATEWAY WEST,250.0,10
LOC-02,,BASE SOTELO CHIHUAHUA,SMTC PLANTA 1,125.0,1
PTT-00,,SMTC PULLMAN,EASTLAKE LOGISTICS PARK,0.0,1
MDC-01,,GAMMA,BASE SOTELO CHIHUAHUA,125.0,1
LOC-01,,XYLEM,IMPULSORA GANE,125.0,1
MDC-01,,RIO BRAVO INTERNACIONAL,CFI,250.0,1
PTT-00,,EXPEDITORS  #1,KORIMA / KUNA LOOP,0.0,1
LOC-01,,GAMMA,SMTC PLANTA 2,125.0,1
IMP-02,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,APTIV RIO BRAVO 1 FV39,500.0,10
LOC-01,,GYSA  CDJ,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",250.0,1
PTT-00,,PACTIV DE MEXICO S. DE R.L DE C.V.,THUASNE MX,0.0,1
LOC-01,,S-RIKO AUTOMOTIVE HOSE SALES CHIHUAHUA S. DE R.L.,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,,THUASNE MX,BASE SOTELO CHIHUAHUA,0.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,THUASNE MX,125.0,1
LOC-03,PUENTE ZARAGOZA,NA KELLY,PUENTE  ZARAGOZA,250.0,10
PTT-00,,GYSA JDC,RIO BRAVO INTERNACIONAL,0.0,1
PTT-00,,13699 GATEWAY WEST,EMERALD PASS DR.,0.0,1
PTT-01,,LEAR MONARCA,FLETES SOTELO,0.0,1
PTT-00,,ELECTRO COMP. MEXICO CHIMENEAS,SMTC PLANTA 1,0.0,1
PTT-00,PUENTE ZARAGOZA,APTIV RIO BRAVO 1 FV39,RIO BRAVO INTERNACIONAL,0.0,10
LOC-04,,IBCA LOGYSTICS,SMTC PULLMAN,125.0,1
LOC-02,,ELECTRO COMP. MEXICO CHIMENEAS,SHELTER AIN SERVICIOS,125.0,1
LOC-01,,FLETES SOTELO,ELECTRO COMP. MEXICO CHIMENEAS,125.0,1
PTT-00,,GAMMA,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
LOC-01,,SAFRAN CABIN,IMPULSORA GANE,125.0,1
LOC-03,,XIAMEN HONFA TRANSPORTATION,18 LEIGH FISHER,250.0,1
LOC-01,,FOKKER,IMPULSORA GANE,125.0,1
PTT-00,,DTR,SAFRAN CABIN,0.0,1
LOC-01,,SMTC PLANTA 1,GAMMA,125.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,BODEGA NUEVA XOMOX,0.0,1
LOC-01,,BASCULA  KM20,LEAR MONARCA,250.0,1
LOC-01,,YAZAKI COMPONENTES PLANTA 2,YAZAKI COMPONENTES PLANTA 3,125.0,1
PTT-00,,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),YAZAKI COMPONENTES PLANTA 2,0.0,1
LOC-01,,DSV,SAFRAN PLANTA 2 /SMX/ SEATS MEXICO (WEBER),125.0,1
LOC-01,,DSV,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,125.0,1
MDC-01,,P Y H TRAILER ENTERPRISES INC,MELTON,250.0,1
PTT-00,PUENTE ZARAGOZA,APTIV / RIO BRAVO 7 FV32,13699 GATEWAY WEST,0.0,10
PTT-00,,GYSA  CDJ,GYSA JDC,0.0,1
LOC-01,,KORIMA / KUNA LOOP,18 LEIGH FISHER,250.0,1
PTT-00,,GYSA  CDJ,NA KELLY,0.0,1
LOC-04,,ELP PGE,KORIMA / KUNA LOOP,250.0,1
LOC-03,,SOUTHWIRE COMPANY,ADVANCED PAPERWORKS,375.0,1
MDC-01,,PUENTE  ZARAGOZA,FLETES SOTELO,250.0,1
MDC-01,,FLETES SOTELO,PUENTE  ZARAGOZA,250.0,1
LOC-03,,ELLIOT TAPE 28 WALTER JONES,SOUTHWIRE COMPANY,250.0,1
LOC-04,,18 LEIGH FISHER,ELLIOT TAPE 28 WALTER JONES,250.0,1
LOC-01,,TBG TRANSPORTE ESPECIALIZADO,BASE SOTELO CHIHUAHUA,125.0,1
PTT-00,PUENTE AMERICAS,FLETES SOTELO,NA KELLY,0.0,10
LOC-02,,SOUTHCO.,TBG TRANSPORTE ESPECIALIZADO,125.0,1
PTT-00,,GAMMA,BASE SOTELO CHIHUAHUA,0.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SMTC PLANTA 1,0.0,1
LOC-01,,SAFRAN BODEGA COMPLEJO,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,125.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,0.0,1
LOC-02,,SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),125.0,1
LOC-02,PUENTE ZARAGOZA,GYSA JUAREZ 3,FLETES SOTELO,125.0,10
FAL-00,,FLETES SOTELO,13699 GATEWAY WEST,250.0,1
PTT-00,,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / REFRIGERADORES,0.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,M Y N PLASTICS,375.0,1
PTT-00,,TRACSO JUAREZ,FLETES SOTELO,0.0,1
PTT-00,,SMTC PLANTA 1,XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 3,SMTC PLANTA 1,0.0,1
LOC-04,,LEGRAND DPC,18 LEIGH FISHER,625.0,1
LOC-01,,BASCULA  KM20,HONEYWELL 2,250.0,1
PTT-01,,FLETES SOTELO,LEAR LA CUESTA,0.0,1
MDC-01,,GYSA JUAREZ 1,GYSA  CDJ,250.0,1
LOC-01,,GYSA JDC,FLETES SOTELO,250.0,1
I-VACIO,PUENTE AMERICAS,18 LEIGH FISHER,FLETES SOTELO,250.0,10
LOC-03,,ELP PGE,KORIMA / KUNA LOOP,250.0,1
EXP-02,PUENTE ZARAGOZA,RM2,ELP PGE,500.0,10
MDC-01,,GYSA  CDJ,"COFICAB LEON, S. DE R.L. DE C.V. / PLANTA JUAREZ",250.0,1
PTT-00,,RM2,FLETES SOTELO,0.0,1
PTT-00,,APTIV RIO BRAVO 1 FV39,GYSA JUAREZ 3,0.0,1
PTT-00,,SAFRAN PLANTA 6 / SEM/ SAFRAN AEROSYTEMS MEXICO,NORDAM,0.0,1
MDC-01,,BASE SOTELO CHIHUAHUA,XOMOX CHIHUAHUA S.A DE C.V.,125.0,1
LOC-02,,FLETES SOTELO,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,250.0,1
PTT-01,,LEAR SAN LORENZO,FLETES SOTELO,0.0,1
TRI-02,PUENTE ZARAGOZA,CFI,FLETES SOTELO,500.0,10
MDC-01,,ESCOTO CUSTOMS BROKERS INC,CFI,125.0,1
PTT-00,,EASTLAKE LOGISTICS PARK,UNI-TRADE FORWARDING LC,0.0,1
PTT-00,,GYSA  CDJ,GYSA JUAREZ 5,0.0,1
LOC-01,,GENASCO,EATON BUSSMANN,125.0,1
PTT-00,PUENTE ZARAGOZA,FLETES SOTELO,APTIV / RIO BRAVO 7 FV32,0.0,10
PTT-00,,EMERALD PASS DR.,RIO BRAVO INTERNACIONAL,0.0,1
FOR-01,,GEN,FLETES SOTELO,250.0,1
LOC-01,,EATON BUSSMANN,GENASCO,125.0,1
LOC-01,,BASCULA  KM20,EATON BUSSMANN,250.0,1
LOC-02,,SMTC PLANTA 2,GAMMA,125.0,1
MDC-01,PUENTE ZARAGOZA,ARIES WORLDWIDE LOGISTICS C/O,ELECTROLUX / REFRIGERADORES,0.0,10
LOC-04,,KORIMA / KUNA LOOP,NIPPON EXPRESS USA,250.0,1
IMP-01,PUENTE ZARAGOZA,P Y H TRAILER ENTERPRISES INC,ACSA,500.0,10
LOC-03,,KORIMA / KUNA LOOP,18 LEIGH FISHER,250.0,1
MDC-01,,ELECTROLUX / REFRIGERADORES,AGENCIA ALVELAIS,0.0,1
MDC-01,,13699 GATEWAY WEST,KORIMA / KUNA LOOP,250.0,1
PTT-00,,GYSA  CDJ,GYSA JUAREZ 2,0.0,1
LOC-03,,ARIES WORLDWIDE LOGISTICS C/O,P Y H TRAILER ENTERPRISES INC,250.0,1
PTT-00,,YAZAKI COMPONENTES PLANTA 3,XOMOX CHIHUAHUA S.A DE C.V.,0.0,1
MDC-01,,GYSA JUAREZ JDC,11333 ROJAS DR. SUITE C,250.0,1
MDC-01,,HERITAGE 12796 GRAND RIVER DR.,GYSA  CDJ,375.0,1
MDC-01,,GYSA JUAREZ 5,GYSA JUAREZ 3,250.0,1
LOC-02,,GAMMA,SMTC PLANTA 1,125.0,1
PTT-00,,GYSA  CDJ,APTIV RIO BRAVO 1 FV39,0.0,1
STER-ELP,,YARDA ARIES,BOXWEEL TRAILER LEASING LLC,625.0,1
PTT-00,,ARIES WORLDWIDE LOGISTICS C/O,8700 CASTNER Y KESLER,0.0,1
LOC-03,,NA KELLY,18 LEIGH FISHER,125.0,1
MDC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V / C2,VIA SISTEM,250.0,1
LOC-03,,XIAMEN HONFA TRANSPORTATION,NA KELLY,250.0,1
LOC-01,,FLETES SOTELO,LEAR RIO BRAVO,125.0,1
LOC-03,,APEX DIVERSIFIED / ESTHER LAMA,XIAMEN HONFA TRANSPORTATION,250.0,1
PTT-00,,GAMMA,IMPULSORA GANE,0.0,1
MDC-01,,ELECTROLUX / ESTAMPADOS,FLETES SOTELO,375.0,1
PTT-00,PUENTE AMERICAS,ELCOM INC.,FLETES SOTELO,0.0,10
PTT-00,,APTIV RIO BRAVO 1 FV39,RIO BRAVO INTERNACIONAL,0.0,1
PTT-00,,SAFRAN PLANTA 4 /SHM/ SEAT SHELLS MEXICO (SHELLS),SAFRAN PLANTA 1 /EMX/ EVACUATION SY (AIR CRUSIERS),0.0,1
TRE-QMS,PUENTE ZARAGOZA,FLETES SOTELO,ELCOM INC.,1000.0,10
MDC-01,,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,VIA SISTEM,125.0,1
PTT-00,,8710 GATEWAY EAST.,ELCOM INC.,0.0,1
LOC-01,,YARDA DEL SIETE,FLETES SOTELO,250.0,1
LOC-02,,FLETES SOTELO,ELECTROLUX / ESTAMPADOS,375.0,1
PTT-00,,XOMOX CHIHUAHUA S.A DE C.V.,SAFRAN CABIN,0.0,1
LOC-04,,KORIMA / KUNA LOOP,ELLIOT TAPE 28 WALTER JONES,250.0,1
LOC-01,,CMMG INDUTRIAS DE PRECISION S.A DE C.V/PLANTA CHAN,BASE SOTELO CHIHUAHUA,125.0,1
LOC-02,,BASCULA  KM20,HONEYWELL 2,250.0,1
PTT-00,,BASE SOTELO CHIHUAHUA,PAM,0.0,1
MDC-01,,XYLEM,ELECTROCOMPONENTES DE MEXICO S.A DE C.V  / C1,125.0,1
LOC-02,,TORO COMPANY DE MEXICO PLANTA 2,BASCULA  KM20,250.0,1
PTT-00,,AGENCIA ALVELAIS,FLETES SOTELO,0.0,1
PTT-00,,PAM,BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,XYLEM,125.0,1
PTT-00,,FLETES SOTELO,GEN,0.0,1
LOC-02,,XYLEM,BASE SOTELO CHIHUAHUA,125.0,1
TRE-02,PUENTE AMERICAS,FLETES SOTELO,KORIMA / KUNA LOOP,500.0,10
LOC-02,PUENTE ZARAGOZA,GYSA JUAREZ 4,PUENTE  ZARAGOZA,250.0,10
TRI-QMS,PUENTE ZARAGOZA,GGLOBAL,PRECOS ZARAGOZA,1000.0,10
PTT-00,,GYSA JUAREZ 4,GYSA JUAREZ 2,0.0,1
MDC-01,,FOREFRONT,FLETES SOTELO,250.0,1
PTT-01,,GEN,FLETES SOTELO,0.0,1
PTT-00,,18 LEIGH FISHER,SMTC PULLMAN,0.0,1
PTT-00,,PHILIPS 12430 MERCANTILE,KORIMA / KUNA LOOP,0.0,1
PTT-00,,MESILLA VALLEY TRANSPORTATION,YARDA ARIES,0.0,1
PTT-00,,SMTC PLANTA 2,BASE SOTELO CHIHUAHUA,0.0,1
LOC-02,,SMTC PLANTA 1,SMTC PLANTA 2,125.0,1
LOC-01,,FLETES SOTELO,RECINTO FISCAL - PUENTE ZARAGOZA,250.0,1
LOC-02,,BASE SOTELO CHIHUAHUA,BODEGA NUEVA XOMOX,125.0,1
PTT-00,,DTR,YAZAKI COMPONENTES PLANTA 2,0.0,1
PTT-00,,ELCOM INC.,ELECTROLUX / REFRIGERADORES,0.0,1
LOC-02,,ADUANA MEXICANAPTE ZARAGOZA,FLETES SOTELO,250.0,1
PTT-00,,GYSA  CDJ,ELECTROLUX / REFRIGERADORES,0.0,1
LOC-01,,GYSA  CDJ,ELECTROLUX / REFRIGERADORES,250.0,1
TRI-QMS,PUENTE ZARAGOZA,ESCOTO CUSTOMS BROKERS INC,FLETES SOTELO,1000.0,10
I-VACIO,PUENTE ZARAGOZA,KORIMA / KUNA LOOP,FLETES SOTELO,250.0,10
LOC-02,PUENTE ZARAGOZA,GYSA  CDJ,ADUANA MEXICANAPTE ZARAGOZA,250.0,10
PTT-00,,18 LEIGH FISHER,RIO BRAVO INTERNACIONAL,0.0,1
TRE-02,PUENTE ZARAGOZA,FLETES SOTELO,LEGRAND DPC,1125.0,10
LOC-01,,HONEYWELL ADENCO,HONEYWELL OPTOELECTRICA,125.0,1
PTT-00,PUENTE ZARAGOZA,ELECTROLUX / PRODUCTO TERMINADO,13699 GATEWAY WEST,0.0,10
PTT-01,,TORO COMPANY DE MEXICO PLANTA 3,ENVITA SUSTAINABILITY SOLUTIONS MEXICO,0.0,1
PTT-00,PUENTE ZARAGOZA,ELECTROLUX / REFRIGERADORES,13699 GATEWAY WEST,0.0,10
